Nro,Holiday,TIME,MISIONES,TOTAL
4227,True,25/6/2020 03:00,222.271,13325.115
4228,True,25/6/2020 04:00,215.477,12876.583
4229,True,25/6/2020 05:00,212.204,12735.336
4230,True,25/6/2020 06:00,213.78,12786.931
4231,True,25/6/2020 07:00,231.562,13448.324
4232,True,25/6/2020 08:00,254.186,14665.463
4233,True,25/6/2020 09:00,267.249,15470.939
4234,True,25/6/2020 10:00,283.608,16617.804
4235,True,25/6/2020 11:00,292.571,17240.029
4236,True,25/6/2020 12:00,286.88,17424.305
4237,True,25/6/2020 13:00,271.608,17275.334
4238,True,25/6/2020 14:00,271.206,17035.198
4239,True,25/6/2020 15:00,275.31,16680.931
4240,True,25/6/2020 16:00,275.656,16521.351
4241,True,25/6/2020 17:00,293.152,16576.714
4242,True,25/6/2020 18:00,303.064,17061.38
4243,True,25/6/2020 19:00,332.878,18775.544
4244,True,25/6/2020 20:00,331.065,19947.553
4245,True,25/6/2020 21:00,321.21,20273.978
4246,True,25/6/2020 22:00,304.261,20033.58
4247,True,25/6/2020 23:00,279.901,19265.819
4248,True,26/6/2020 00:00,252.372,17952.331
4249,True,26/6/2020 01:00,226.914,16179.439
4250,True,26/6/2020 02:00,209.092,14806.839
4251,True,26/6/2020 03:00,201.218,13987.154
4252,True,26/6/2020 04:00,196.849,13496.475
4253,True,26/6/2020 05:00,197.908,13334.399
4254,True,26/6/2020 06:00,212.051,13432.917
4255,True,26/6/2020 07:00,244.13,14122.932
4256,True,26/6/2020 08:00,278.944,15377.149
4257,True,26/6/2020 09:00,303.375,16271.82
4258,True,26/6/2020 10:00,315.368,17402.919
4259,True,26/6/2020 11:00,322.571,18003.421
4260,True,26/6/2020 12:00,313.148,18002.374
4261,True,26/6/2020 13:00,295.502,17807.909
4262,True,26/6/2020 14:00,298.636,17450.659
4263,True,26/6/2020 15:00,304.197,17096.006
4264,True,26/6/2020 16:00,304.883,16891.246
4265,True,26/6/2020 17:00,321.442,16972.026
4266,True,26/6/2020 18:00,319.907,17474.253
4267,True,26/6/2020 19:00,337.784,18910.332
4268,True,26/6/2020 20:00,340.631,19920.251
4269,True,26/6/2020 21:00,334.086,20217.625
4270,True,26/6/2020 22:00,340.146,19957.664
4271,True,26/6/2020 23:00,324.859,19221.838
4272,True,27/6/2020 00:00,291.832,18084.855
4273,False,27/6/2020 01:00,259.601,16571.415
4274,False,27/6/2020 02:00,234.787,15237.426
4275,False,27/6/2020 03:00,224.22,14255.48
4276,False,27/6/2020 04:00,216.551,13687.701
4277,False,27/6/2020 05:00,214.594,13356.401
4278,False,27/6/2020 06:00,218.78,13246.742
4279,False,27/6/2020 07:00,235.461,13466.61
4280,False,27/6/2020 08:00,251.529,13974.553
4281,False,27/6/2020 09:00,272.643,14310.419
4282,False,27/6/2020 10:00,286.041,15229.606
4283,False,27/6/2020 11:00,287.562,15836.181
4284,False,27/6/2020 12:00,286.456,15806.026
4285,False,27/6/2020 13:00,280.506,15409.583
4286,False,27/6/2020 14:00,268.337,14948.092
4287,False,27/6/2020 15:00,262.222,14603.225
4288,False,27/6/2020 16:00,262.635,14388.215
4289,False,27/6/2020 17:00,268.348,14489.377
4290,False,27/6/2020 18:00,292.21,15200.586
4291,False,27/6/2020 19:00,361.033,17234.233
4292,False,27/6/2020 20:00,366.806,18493.537
4293,False,27/6/2020 21:00,359.134,18958.091
4294,False,27/6/2020 22:00,338.431,18785.212
4295,False,27/6/2020 23:00,313.334,18158.725
4296,False,28/6/2020 00:00,289.29,17244.94
4297,False,28/6/2020 01:00,253.764,15976.602
4298,False,28/6/2020 02:00,236.337,14683.616
4299,False,28/6/2020 03:00,222.755,13722.495
4300,False,28/6/2020 04:00,215.063,13096.123
4301,False,28/6/2020 05:00,210.887,12640.849
4302,False,28/6/2020 06:00,209.596,12410.692
4303,False,28/6/2020 07:00,212.461,12425.349
4304,False,28/6/2020 08:00,214.122,12586.475
4305,False,28/6/2020 09:00,223.289,12510.763
4306,False,28/6/2020 10:00,254.448,13307.21
4307,False,28/6/2020 11:00,276.673,14175.743
4308,False,28/6/2020 12:00,283.778,14511.377
4309,False,28/6/2020 13:00,270.571,14467.002
4310,False,28/6/2020 14:00,250.227,14167.367
4311,False,28/6/2020 15:00,236.619,13798.94
4312,False,28/6/2020 16:00,229.957,13652.626
4313,False,28/6/2020 17:00,236.25,13860.906
4314,False,28/6/2020 18:00,260.769,14695.615
4315,False,28/6/2020 19:00,331.657,16815.843
4316,False,28/6/2020 20:00,341.391,18163.122
4317,False,28/6/2020 21:00,332.227,18625.579
4318,False,28/6/2020 22:00,315.39,18631.645
4319,False,28/6/2020 23:00,289.89,17984.626
4320,False,29/6/2020 00:00,260.091,16794.916
4321,True,29/6/2020 01:00,229.718,15449.096
4322,True,29/6/2020 02:00,213.243,14161.683
4323,True,29/6/2020 03:00,201.537,13300.527
4324,True,29/6/2020 04:00,195.846,12800.871
4325,True,29/6/2020 05:00,195.239,12618.454
4326,True,29/6/2020 06:00,207.443,12798.46
4327,True,29/6/2020 07:00,232.917,13637.22
4328,True,29/6/2020 08:00,265.231,14867.85
4329,True,29/6/2020 09:00,278.913,15729.522
4330,True,29/6/2020 10:00,301.246,16894.252
4331,True,29/6/2020 11:00,315.086,17601.131
4332,True,29/6/2020 12:00,315.533,17828.436
4333,True,29/6/2020 13:00,302.154,17784.518
4334,True,29/6/2020 14:00,302.917,17523.389
4335,True,29/6/2020 15:00,304.738,17231.079
4336,True,29/6/2020 16:00,295.807,17155.181
4337,True,29/6/2020 17:00,311.988,17270.817
4338,True,29/6/2020 18:00,336.077,17798.568
4339,True,29/6/2020 19:00,363.669,19053.272
4340,True,29/6/2020 20:00,357.98,19878.423
4341,True,29/6/2020 21:00,350.722,20130.825
4342,True,29/6/2020 22:00,336.982,19887.909
4343,True,29/6/2020 23:00,308.631,18989.355
4344,True,30/6/2020 00:00,269.505,17666.09
4345,True,30/6/2020 01:00,232.122,15991.395
4346,True,30/6/2020 02:00,212.001,14651.669
4347,True,30/6/2020 03:00,196.435,13781.495
4348,True,30/6/2020 04:00,178.678,13219.591
4349,True,30/6/2020 05:00,189.759,13029.703
4350,True,30/6/2020 06:00,195.445,13133.144
4351,True,30/6/2020 07:00,220.465,13730.328
4352,True,30/6/2020 08:00,250.762,14833.919
4353,True,30/6/2020 09:00,275.309,15741.589
4354,True,30/6/2020 10:00,254.746,16683.393
4355,True,30/6/2020 11:00,217.844,17379.507
4356,True,30/6/2020 12:00,200.341,17772.348
4357,True,30/6/2020 13:00,210.703,18038.939
4358,True,30/6/2020 14:00,219.607,18092.131
4359,True,30/6/2020 15:00,227.49,18040.347
4360,True,30/6/2020 16:00,258.169,17998.518
4361,True,30/6/2020 17:00,289.768,18076.375
4362,True,30/6/2020 18:00,309.815,18341.557
4363,True,30/6/2020 19:00,348.543,19491.425
4364,True,30/6/2020 20:00,354.709,20321.032
4365,True,30/6/2020 21:00,348.332,20603.379
4366,True,30/6/2020 22:00,338.663,20370.394
4367,True,30/6/2020 23:00,310.262,19440.693
4368,True,1/7/2020 00:00,275.054,18143.666
4369,True,1/7/2020 01:00,242.98,16533.877
4370,True,1/7/2020 02:00,222.065,15157.235
4371,True,1/7/2020 03:00,209.293,14280.347
4372,True,1/7/2020 04:00,202.718,13776.771
4373,True,1/7/2020 05:00,202.329,13554.953
4374,True,1/7/2020 06:00,218.771,13692.297
4375,True,1/7/2020 07:00,248.394,14354.039
4376,True,1/7/2020 08:00,287.172,15467.863
4377,True,1/7/2020 09:00,307.509,16419.61
4378,True,1/7/2020 10:00,323.64,17667.758
4379,True,1/7/2020 11:00,337.898,18517.916
4380,True,1/7/2020 12:00,331.904,18968.726
4381,True,1/7/2020 13:00,321.435,19119.24
4382,True,1/7/2020 14:00,330.877,19028.017
4383,True,1/7/2020 15:00,338.913,18841.855
4384,True,1/7/2020 16:00,341.231,18737.644
4385,True,1/7/2020 17:00,350.282,18658.935
4386,True,1/7/2020 18:00,357.177,18874.028
4387,True,1/7/2020 19:00,388.325,20181.071
4388,True,1/7/2020 20:00,392.315,21111.205
4389,True,1/7/2020 21:00,396.268,21364.732
4390,True,1/7/2020 22:00,381.893,21143.164
4391,True,1/7/2020 23:00,357.326,20294.72
4392,True,2/7/2020 00:00,320.364,18973.485
4393,True,2/7/2020 01:00,271.563,17190.267
4394,True,2/7/2020 02:00,249.036,15645.743
4395,True,2/7/2020 03:00,234.743,14703.431
4396,True,2/7/2020 04:00,227.926,14131.652
4397,True,2/7/2020 05:00,226.131,13865.849
4398,True,2/7/2020 06:00,240.654,13961.263
4399,True,2/7/2020 07:00,269.917,14585.639
4400,True,2/7/2020 08:00,309.078,15843.894
4401,True,2/7/2020 09:00,327.249,16702.98
4402,True,2/7/2020 10:00,348.272,17944.867
4403,True,2/7/2020 11:00,354.309,18796.444
4404,True,2/7/2020 12:00,346.148,18965.364
4405,True,2/7/2020 13:00,330.026,18758.568
4406,True,2/7/2020 14:00,337.491,18402.609
4407,True,2/7/2020 15:00,344.778,18179.307
4408,True,2/7/2020 16:00,348.93,18146.981
4409,True,2/7/2020 17:00,353.869,18119.388
4410,True,2/7/2020 18:00,360.005,18252.362
4411,True,2/7/2020 19:00,408.28,19645.618
4412,True,2/7/2020 20:00,425.534,20885.922
4413,True,2/7/2020 21:00,428.326,21296.236
4414,True,2/7/2020 22:00,401.513,21048.615
4415,True,2/7/2020 23:00,371.213,20239.402
4416,True,3/7/2020 00:00,335.309,18977.484
4417,True,3/7/2020 01:00,286.442,17251.101
4418,True,3/7/2020 02:00,258.662,15749.783
4419,True,3/7/2020 03:00,244.815,14761.699
4420,True,3/7/2020 04:00,236.674,14175.589
4421,True,3/7/2020 05:00,234.536,13944.229
4422,True,3/7/2020 06:00,248.981,14003.885
4423,True,3/7/2020 07:00,282.531,14715.68
4424,True,3/7/2020 08:00,320.746,15905.306
4425,True,3/7/2020 09:00,342.7,16811.286
4426,True,3/7/2020 10:00,364.157,17947.366
4427,True,3/7/2020 11:00,366.727,18557.865
4428,True,3/7/2020 12:00,346.849,18465.082
4429,True,3/7/2020 13:00,324.58,18115.026
4430,True,3/7/2020 14:00,322.534,17719.641
4431,True,3/7/2020 15:00,320.057,17324.541
4432,True,3/7/2020 16:00,321.944,16999.277
4433,True,3/7/2020 17:00,326.316,17005.754
4434,True,3/7/2020 18:00,349.865,17328.271
4435,True,3/7/2020 19:00,409.226,18765.844
4436,True,3/7/2020 20:00,423.77,19912.164
4437,True,3/7/2020 21:00,422.652,20299.656
4438,True,3/7/2020 22:00,401.938,20144.579
4439,True,3/7/2020 23:00,374.155,19364.913
4440,True,4/7/2020 00:00,335.889,18231.241
4441,False,4/7/2020 01:00,291.644,16798.363
4442,False,4/7/2020 02:00,266.472,15436.56
4443,False,4/7/2020 03:00,249.027,14450.066
4444,False,4/7/2020 04:00,239.542,13816.162
4445,False,4/7/2020 05:00,240.484,13463.047
4446,False,4/7/2020 06:00,244.536,13295.417
4447,False,4/7/2020 07:00,257.857,13493.509
4448,False,4/7/2020 08:00,270.648,13952.69
4449,False,4/7/2020 09:00,298.233,14276.071
4450,False,4/7/2020 10:00,313.569,15177.093
4451,False,4/7/2020 11:00,308.214,15759.158
4452,False,4/7/2020 12:00,296.517,15766.405
4453,False,4/7/2020 13:00,285.984,15379.182
4454,False,4/7/2020 14:00,272.208,14929.688
4455,False,4/7/2020 15:00,264.935,14717.199
4456,False,4/7/2020 16:00,254.473,14719.344
4457,False,4/7/2020 17:00,259.002,14961.148
4458,False,4/7/2020 18:00,280.868,15644.328
4459,False,4/7/2020 19:00,343.688,17257.097
4460,False,4/7/2020 20:00,355.322,18285.279
4461,False,4/7/2020 21:00,345.22,18568.838
4462,False,4/7/2020 22:00,327.062,18374.237
4463,False,4/7/2020 23:00,298.454,17746.6
4464,False,5/7/2020 00:00,267.468,16757.161
4465,False,5/7/2020 01:00,233.402,15562.331
4466,False,5/7/2020 02:00,211.485,14331.178
4467,False,5/7/2020 03:00,202.511,13390.263
4468,False,5/7/2020 04:00,192.597,12725.533
4469,False,5/7/2020 05:00,188.84,12332.159
4470,False,5/7/2020 06:00,188.536,12115.99
4471,False,5/7/2020 07:00,190.363,12104.453
4472,False,5/7/2020 08:00,188.145,12227.066
4473,False,5/7/2020 09:00,195.162,12054.944
4474,False,5/7/2020 10:00,214.585,12741.893
4475,False,5/7/2020 11:00,230.587,13552.456
4476,False,5/7/2020 12:00,244.467,13882.623
4477,False,5/7/2020 13:00,243.907,13899.884
4478,False,5/7/2020 14:00,225.289,13668.427
4479,False,5/7/2020 15:00,216.974,13323.362
4480,False,5/7/2020 16:00,211.023,13198.632
4481,False,5/7/2020 17:00,219.43,13415.748
4482,False,5/7/2020 18:00,250.686,14229.522
4483,False,5/7/2020 19:00,303.909,16377.69
4484,False,5/7/2020 20:00,308.888,17856.427
4485,False,5/7/2020 21:00,298.433,18476.053
4486,False,5/7/2020 22:00,280.169,18539.11
4487,False,5/7/2020 23:00,259.781,18025.867
4488,False,6/7/2020 00:00,236.685,16976.641
4489,True,6/7/2020 01:00,208.346,15570.623
4490,True,6/7/2020 02:00,191.63,14310.979
4491,True,6/7/2020 03:00,182.976,13458.213
4492,True,6/7/2020 04:00,180.874,12976.16
4493,True,6/7/2020 05:00,179.993,12823.034
4494,True,6/7/2020 06:00,196.239,13012.112
4495,True,6/7/2020 07:00,225.939,13824.908
4496,True,6/7/2020 08:00,262.534,15118.257
4497,True,6/7/2020 09:00,276.551,16147.694
4498,True,6/7/2020 10:00,296.626,17399.259
4499,True,6/7/2020 11:00,307.806,18362.736
4500,True,6/7/2020 12:00,310.26,18698.44
4501,True,6/7/2020 13:00,298.63,18688.601
4502,True,6/7/2020 14:00,305.545,18409.043
4503,True,6/7/2020 15:00,309.675,18026.313
4504,True,6/7/2020 16:00,309.904,17764.572
4505,True,6/7/2020 17:00,327.632,17802.671
4506,True,6/7/2020 18:00,342.948,18279.388
4507,True,6/7/2020 19:00,373.013,19846.895
4508,True,6/7/2020 20:00,367.645,20883.227
4509,True,6/7/2020 21:00,361.925,21243.678
4510,True,6/7/2020 22:00,342.407,21001.178
4511,True,6/7/2020 23:00,311.025,20132.212
4512,True,7/7/2020 00:00,279.304,18739.871
4513,True,7/7/2020 01:00,238.057,16958.746
4514,True,7/7/2020 02:00,217.701,15496.298
4515,True,7/7/2020 03:00,205.358,14576.531
4516,True,7/7/2020 04:00,199.55,14056.289
4517,True,7/7/2020 05:00,198.234,13830.181
4518,True,7/7/2020 06:00,211.888,13922.677
4519,True,7/7/2020 07:00,237.536,14593.767
4520,True,7/7/2020 08:00,268.739,15889.891
4521,True,7/7/2020 09:00,289.389,16903.1
4522,True,7/7/2020 10:00,306.197,18079.714
4523,True,7/7/2020 11:00,321.239,19010.859
4524,True,7/7/2020 12:00,323.752,19491.079
4525,True,7/7/2020 13:00,313.181,19682.802
4526,True,7/7/2020 14:00,314.965,19742.454
4527,True,7/7/2020 15:00,320.151,19588.428
4528,True,7/7/2020 16:00,330.232,19421.72
4529,True,7/7/2020 17:00,345.284,19371.314
4530,True,7/7/2020 18:00,343.875,19517.798
4531,True,7/7/2020 19:00,350.089,20811.671
4532,True,7/7/2020 20:00,347.906,21683.114
4533,True,7/7/2020 21:00,338.927,21987.772
4534,True,7/7/2020 22:00,341.31,21702.026
4535,True,7/7/2020 23:00,331.554,20795.402
4536,True,8/7/2020 00:00,301.558,19379.982
4537,True,8/7/2020 01:00,258.609,17580.333
4538,True,8/7/2020 02:00,236.737,15953.353
4539,True,8/7/2020 03:00,222.528,14925.546
4540,True,8/7/2020 04:00,214.674,14332.318
4541,True,8/7/2020 05:00,213.068,14080.583
4542,True,8/7/2020 06:00,224.638,14133.954
4543,True,8/7/2020 07:00,252.285,14876.049
4544,True,8/7/2020 08:00,292.253,16138.649
4545,True,8/7/2020 09:00,315.412,17164.645
4546,True,8/7/2020 10:00,337.418,18262.153
4547,True,8/7/2020 11:00,348.422,18852.85
4548,True,8/7/2020 12:00,346.867,18846.845
4549,True,8/7/2020 13:00,337.899,18583.943
4550,True,8/7/2020 14:00,346.656,18227.171
4551,True,8/7/2020 15:00,356.174,17796.698
4552,True,8/7/2020 16:00,359.038,17500.63
4553,True,8/7/2020 17:00,363.927,17412.249
4554,True,8/7/2020 18:00,374.875,17868.837
4555,True,8/7/2020 19:00,415.485,19540.514
4556,True,8/7/2020 20:00,423.229,20895.71
4557,True,8/7/2020 21:00,421.022,21317.41
4558,True,8/7/2020 22:00,406.757,21114.607
4559,True,8/7/2020 23:00,374.504,20330.247
4560,True,9/7/2020 00:00,332.064,18980.155
4561,False,9/7/2020 01:00,286.314,17362.811
4562,False,9/7/2020 02:00,258.189,15862.292
4563,False,9/7/2020 03:00,241.391,14770.402
4564,False,9/7/2020 04:00,231.809,14151.332
4565,False,9/7/2020 05:00,229.833,13749.892
4566,False,9/7/2020 06:00,233.927,13600.163
4567,False,9/7/2020 07:00,249.059,13668.939
4568,False,9/7/2020 08:00,268.377,14166.541
4569,False,9/7/2020 09:00,291.695,14444.056
4570,False,9/7/2020 10:00,317.465,15461.793
4571,False,9/7/2020 11:00,324.076,16156.3
4572,False,9/7/2020 12:00,312.106,16222.622
4573,False,9/7/2020 13:00,291.696,15919.821
4574,False,9/7/2020 14:00,286.183,15580.643
4575,False,9/7/2020 15:00,282.528,15179.29
4576,False,9/7/2020 16:00,278.325,14994.089
4577,False,9/7/2020 17:00,288.205,15154.841
4578,False,9/7/2020 18:00,316.411,15906.064
4579,False,9/7/2020 19:00,393.976,17853.84
4580,False,9/7/2020 20:00,414.033,19358.564
4581,False,9/7/2020 21:00,409.479,19835.888
4582,False,9/7/2020 22:00,391.515,19765.693
4583,False,9/7/2020 23:00,360.866,19146.25
4584,False,10/7/2020 00:00,327.179,18057.494
4585,False,10/7/2020 01:00,282.78,16522.35
4586,False,10/7/2020 02:00,258.304,15101.583
4587,False,10/7/2020 03:00,240.569,14089.402
4588,False,10/7/2020 04:00,231.829,13487.417
4589,False,10/7/2020 05:00,228.794,13114.923
4590,False,10/7/2020 06:00,236.083,13013.862
4591,False,10/7/2020 07:00,257.05,13234.313
4592,False,10/7/2020 08:00,285.855,13713.365
4593,False,10/7/2020 09:00,311.457,14133.906
4594,False,10/7/2020 10:00,328.759,15046.26
4595,False,10/7/2020 11:00,327.083,15911.943
4596,False,10/7/2020 12:00,312.29,16290.232
4597,False,10/7/2020 13:00,294.683,16426.517
4598,False,10/7/2020 14:00,290.736,16433.507
4599,False,10/7/2020 15:00,290.243,16179.629
4600,False,10/7/2020 16:00,289.832,15997.103
4601,False,10/7/2020 17:00,295.369,16064.963
4602,False,10/7/2020 18:00,311.336,16370.061
4603,False,10/7/2020 19:00,367.775,17725.514
4604,False,10/7/2020 20:00,373.852,18964.063
4605,False,10/7/2020 21:00,361.392,19384.948
4606,False,10/7/2020 22:00,336.402,19263.964
4607,False,10/7/2020 23:00,309.686,18612.128
4608,False,11/7/2020 00:00,276.443,17554.782
4609,False,11/7/2020 01:00,240.472,16209.255
4610,False,11/7/2020 02:00,221.778,14929.475
4611,False,11/7/2020 03:00,209.081,13962.373
4612,False,11/7/2020 04:00,201.646,13329.677
4613,False,11/7/2020 05:00,198.465,13038.018
4614,False,11/7/2020 06:00,201.349,12957.493
4615,False,11/7/2020 07:00,211.228,13173.215
4616,False,11/7/2020 08:00,220.28,13646.867
4617,False,11/7/2020 09:00,235.048,14041.671
4618,False,11/7/2020 10:00,250.936,15044.358
4619,False,11/7/2020 11:00,260.052,15668.4
4620,False,11/7/2020 12:00,268.383,15663.17
4621,False,11/7/2020 13:00,268.763,15396.496
4622,False,11/7/2020 14:00,259.386,15007.732
4623,False,11/7/2020 15:00,251.317,14794.252
4624,False,11/7/2020 16:00,252.103,14815.599
4625,False,11/7/2020 17:00,260.463,15122.857
4626,False,11/7/2020 18:00,278.716,15655.314
4627,False,11/7/2020 19:00,338.781,17389.76
4628,False,11/7/2020 20:00,344.101,18727.946
4629,False,11/7/2020 21:00,326.806,19081.028
4630,False,11/7/2020 22:00,301.52,18934.377
4631,False,11/7/2020 23:00,270.29,18232.473
4632,False,12/7/2020 00:00,247.579,17245.322
4633,False,12/7/2020 01:00,216.079,16023.501
4634,False,12/7/2020 02:00,201.918,14807.201
4635,False,12/7/2020 03:00,190.865,13769.925
4636,False,12/7/2020 04:00,183.02,13081.284
4637,False,12/7/2020 05:00,180.779,12649.031
4638,False,12/7/2020 06:00,182.738,12433.252
4639,False,12/7/2020 07:00,185.37,12440.006
4640,False,12/7/2020 08:00,183.082,12585.272
4641,False,12/7/2020 09:00,192.614,12442.227
4642,False,12/7/2020 10:00,216.446,13225.591
4643,False,12/7/2020 11:00,234.582,14148.263
4644,False,12/7/2020 12:00,250.382,14610.63
4645,False,12/7/2020 13:00,248.125,14593.711
4646,False,12/7/2020 14:00,227.433,14465.467
4647,False,12/7/2020 15:00,221.313,14207.839
4648,False,12/7/2020 16:00,218.938,14071.838
4649,False,12/7/2020 17:00,223.943,14265.1
4650,False,12/7/2020 18:00,243.587,14925.935
4651,False,12/7/2020 19:00,308.218,16711.184
4652,False,12/7/2020 20:00,315.765,18220.982
4653,False,12/7/2020 21:00,307.58,18814.983
4654,False,12/7/2020 22:00,287.721,18793.839
4655,False,12/7/2020 23:00,261.969,18223.786
4656,False,13/7/2020 00:00,237.34,17069.237
4657,True,13/7/2020 01:00,209.27,15585.139
4658,True,13/7/2020 02:00,193.997,14375.108
4659,True,13/7/2020 03:00,185.383,13473.897
4660,True,13/7/2020 04:00,182.23,12962.951
4661,True,13/7/2020 05:00,184.429,12830.934
4662,True,13/7/2020 06:00,199.385,13066.453
4663,True,13/7/2020 07:00,227.619,13859.828
4664,True,13/7/2020 08:00,259.21,15165.732
4665,True,13/7/2020 09:00,275.45,16192.358
4666,True,13/7/2020 10:00,291.248,17387.737
4667,True,13/7/2020 11:00,302.284,18211.9
4668,True,13/7/2020 12:00,299.215,18396.164
4669,True,13/7/2020 13:00,285.239,18273.857
4670,True,13/7/2020 14:00,285.735,18100.189
4671,True,13/7/2020 15:00,293.251,17777.212
4672,True,13/7/2020 16:00,294.567,17609.766
4673,True,13/7/2020 17:00,300.788,17623.242
4674,True,13/7/2020 18:00,314.413,17848.746
4675,True,13/7/2020 19:00,356.117,19437.692
4676,True,13/7/2020 20:00,358.575,20968.859
4677,True,13/7/2020 21:00,351.359,21438.481
4678,True,13/7/2020 22:00,336.996,21302.017
4679,True,13/7/2020 23:00,309.182,20518.903
4680,True,14/7/2020 00:00,273.349,19101.21
4681,True,14/7/2020 01:00,241.1,17364.705
4682,True,14/7/2020 02:00,223.177,15859.072
4683,True,14/7/2020 03:00,212.671,14912.4
4684,True,14/7/2020 04:00,207.329,14371.202
4685,True,14/7/2020 05:00,208.469,14163.761
4686,True,14/7/2020 06:00,223.389,14244.714
4687,True,14/7/2020 07:00,256.741,14987.141
4688,True,14/7/2020 08:00,295.864,16294.674
4689,True,14/7/2020 09:00,316.871,17423.981
4690,True,14/7/2020 10:00,330.901,18705.469
4691,True,14/7/2020 11:00,335.496,19300.161
4692,True,14/7/2020 12:00,322.896,19287.134
4693,True,14/7/2020 13:00,300.43,18907.609
4694,True,14/7/2020 14:00,301.161,18463.283
4695,True,14/7/2020 15:00,309.192,18085.709
4696,True,14/7/2020 16:00,308.109,17707.137
4697,True,14/7/2020 17:00,314.28,17609.743
4698,True,14/7/2020 18:00,335.442,17990.002
4699,True,14/7/2020 19:00,396.128,19633.445
4700,True,14/7/2020 20:00,403.122,21179.444
4701,True,14/7/2020 21:00,414.502,21733.736
4702,True,14/7/2020 22:00,397.909,21578.832
4703,True,14/7/2020 23:00,363.83,20748.106
4704,True,15/7/2020 00:00,325.669,19378.173
4705,True,15/7/2020 01:00,277.558,17601.91
4706,True,15/7/2020 02:00,254.701,16036.127
4707,True,15/7/2020 03:00,241.735,15070.532
4708,True,15/7/2020 04:00,231.343,14534.558
4709,True,15/7/2020 05:00,234.729,14318.292
4710,True,15/7/2020 06:00,251.691,14402.027
4711,True,15/7/2020 07:00,287.776,15110.657
4712,True,15/7/2020 08:00,322.143,16283.9
4713,True,15/7/2020 09:00,345.266,17178.756
4714,True,15/7/2020 10:00,365.673,18343.986
4715,True,15/7/2020 11:00,363.946,18937.149
4716,True,15/7/2020 12:00,348.086,18922.91
4717,True,15/7/2020 13:00,325.215,18487.567
4718,True,15/7/2020 14:00,319.819,18049.967
4719,True,15/7/2020 15:00,329.228,17617.005
4720,True,15/7/2020 16:00,332.617,17381.798
4721,True,15/7/2020 17:00,336.431,17367.811
4722,True,15/7/2020 18:00,352.675,17703.97
4723,True,15/7/2020 19:00,401.804,19378.88
4724,True,15/7/2020 20:00,405.495,20759.12
4725,True,15/7/2020 21:00,398.055,21238.444
4726,True,15/7/2020 22:00,376.043,21066.817
4727,True,15/7/2020 23:00,340.47,20181.404
4728,True,16/7/2020 00:00,299.794,18869.983
4729,True,16/7/2020 01:00,254.868,17094.771
4730,True,16/7/2020 02:00,232.805,15585.173
4731,True,16/7/2020 03:00,220.723,14632.74
4732,True,16/7/2020 04:00,214.078,14114.781
4733,True,16/7/2020 05:00,212.341,13882.158
4734,True,16/7/2020 06:00,226.868,13984.957
4735,True,16/7/2020 07:00,257.589,14655.752
4736,True,16/7/2020 08:00,288.291,15777.694
4737,True,16/7/2020 09:00,304.996,16687.126
4738,True,16/7/2020 10:00,316.234,17626.719
4739,True,16/7/2020 11:00,317.237,18335.754
4740,True,16/7/2020 12:00,303.848,18445.145
4741,True,16/7/2020 13:00,289.746,18345.503
4742,True,16/7/2020 14:00,299.253,17972.748
4743,True,16/7/2020 15:00,311.985,17568.018
4744,True,16/7/2020 16:00,312.124,16989.127
4745,True,16/7/2020 17:00,323.278,16504.686
4746,True,16/7/2020 18:00,335.205,16616.75
4747,True,16/7/2020 19:00,369.92,18171.825
4748,True,16/7/2020 20:00,366.587,19706.607
4749,True,16/7/2020 21:00,359.377,20255.093
4750,True,16/7/2020 22:00,336.072,20110.246
4751,True,16/7/2020 23:00,307.032,19390.23
4752,True,17/7/2020 00:00,274.104,18216.667
4753,True,17/7/2020 01:00,236.803,16644.442
4754,True,17/7/2020 02:00,217.538,15211.963
4755,True,17/7/2020 03:00,207.142,14335.845
4756,True,17/7/2020 04:00,201.405,13862.963
4757,True,17/7/2020 05:00,201.615,13640.823
4758,True,17/7/2020 06:00,214.221,13802.297
4759,True,17/7/2020 07:00,243.21,14432.605
4760,True,17/7/2020 08:00,275.426,15496.358
4761,True,17/7/2020 09:00,292.695,16406.974
4762,True,17/7/2020 10:00,301.902,17352.145
4763,True,17/7/2020 11:00,308.457,17773.899
4764,True,17/7/2020 12:00,310.027,17571.508
4765,True,17/7/2020 13:00,296.826,17337.799
4766,True,17/7/2020 14:00,298.802,16891.527
4767,True,17/7/2020 15:00,311.094,16330.777
4768,True,17/7/2020 16:00,314.508,15992.198
4769,True,17/7/2020 17:00,317.881,15844.99
4770,True,17/7/2020 18:00,317.821,16078.615
4771,True,17/7/2020 19:00,334.883,17529.908
4772,True,17/7/2020 20:00,318.943,18974.632
4773,True,17/7/2020 21:00,324.627,19306.509
4774,True,17/7/2020 22:00,316.204,19078.836
4775,True,17/7/2020 23:00,285.087,18326.715
4776,True,18/7/2020 00:00,258.146,17284.958
4777,False,18/7/2020 01:00,226.038,16019.809
4778,False,18/7/2020 02:00,210.559,14767.063
4779,False,18/7/2020 03:00,200.479,13820.122
4780,False,18/7/2020 04:00,195.532,13245.027
4781,False,18/7/2020 05:00,193.627,12929.233
4782,False,18/7/2020 06:00,198.572,12735.407
4783,False,18/7/2020 07:00,212.132,12886.591
4784,False,18/7/2020 08:00,224.195,13313.493
4785,False,18/7/2020 09:00,237.309,13477.362
